LEDGERNAME,SEGMENT3,SEGMENT4,FIN_CATEGORY,ACCOUNTS_ID,NAME
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",63500,000,"OTHER OPER EXP",21,"US Primary Ledger"
"US Primary Ledger",25300,000,"TAX LIAB",21,"US Primary Ledger"
"US Primary Ledger",22100,000,AP,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,410,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,610,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,430,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,620,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,630,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,461,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,462,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,463,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
"US Primary Ledger",41000,464,REVENUE,21,"US Primary Ledger"
